Year,Month,WarehouseName,Gross Sales (Qty)Jan2017,Qty - Net SalesJan2017,Gross SalesJan2017,Value - Net SalesJan2017,COGSJan2017,Gross ProfitJan2017,MarginJan2017,Discount AmountJan2017,Discount%Jan2017,Tax AmountJan2017,Gross Sales (Qty)Feb2017,Qty - Net SalesFeb2017,Gross SalesFeb2017,Value - Net SalesFeb2017,COGSFeb2017,Gross ProfitFeb2017,MarginFeb2017,Discount AmountFeb2017,Discount%Feb2017,Tax AmountFeb2017,Gross Sales (Qty)Mar2017,Qty - Net SalesMar2017,Gross SalesMar2017,Value - Net SalesMar2017,COGSMar2017,Gross ProfitMar2017,MarginMar2017,Discount AmountMar2017,Discount%Mar2017,Tax AmountMar2017,Gross Sales (Qty)Apr2017,Qty - Net SalesApr2017,Gross SalesApr2017,Value - Net SalesApr2017,COGSApr2017,Gross ProfitApr2017,MarginApr2017,Discount AmountApr2017,Discount%Apr2017,Tax AmountApr2017,Gross Sales (Qty)May2017,Qty - Net SalesMay2017,Gross SalesMay2017,Value - Net SalesMay2017,COGSMay2017,Gross ProfitMay2017,MarginMay2017,Discount AmountMay2017,Discount%May2017,Tax AmountMay2017,Gross Sales (Qty)Jun2017,Qty - Net SalesJun2017,Gross SalesJun2017,Value - Net SalesJun2017,COGSJun2017,Gross ProfitJun2017,MarginJun2017,Discount AmountJun2017,Discount%Jun2017,Tax AmountJun2017,Gross Sales (Qty)Jul2017,Qty - Net SalesJul2017,Gross SalesJul2017,Value - Net SalesJul2017,COGSJul2017,Gross ProfitJul2017,MarginJul2017,Discount AmountJul2017,Discount%Jul2017,Tax AmountJul2017,Gross Sales (Qty)Aug2017,Qty - Net SalesAug2017,Gross SalesAug2017,Value - Net SalesAug2017,COGSAug2017,Gross ProfitAug2017,MarginAug2017,Discount AmountAug2017,Discount%Aug2017,Tax AmountAug2017,Gross Sales (Qty)Sep2017,Qty - Net SalesSep2017,Gross SalesSep2017,Value - Net SalesSep2017,COGSSep2017,Gross ProfitSep2017,MarginSep2017,Discount AmountSep2017,Discount%Sep2017,Tax AmountSep2017,Gross Sales (Qty)Oct2017,Qty - Net SalesOct2017,Gross SalesOct2017,Value - Net SalesOct2017,COGSOct2017,Gross ProfitOct2017,MarginOct2017,Discount AmountOct2017,Discount%Oct2017,Tax AmountOct2017,Gross Sales (Qty)Nov2017,Qty - Net SalesNov2017,Gross SalesNov2017,Value - Net SalesNov2017,COGSNov2017,Gross ProfitNov2017,MarginNov2017,Discount AmountNov2017,Discount%Nov2017,Tax AmountNov2017,Gross Sales (Qty)Dec2017,Qty - Net SalesDec2017,Gross SalesDec2017,Value - Net SalesDec2017,COGSDec2017,Gross ProfitDec2017,MarginDec2017,Discount AmountDec2017,Discount%Dec2017,Tax AmountDec2017,Gross Sales (Qty)Jan2018,Qty - Net SalesJan2018,Gross SalesJan2018,Value - Net SalesJan2018,COGSJan2018,Gross ProfitJan2018,MarginJan2018,Discount AmountJan2018,Discount%Jan2018,Tax AmountJan2018,Gross Sales (Qty)Feb2018,Qty - Net SalesFeb2018,Gross SalesFeb2018,Value - Net SalesFeb2018,COGSFeb2018,Gross ProfitFeb2018,MarginFeb2018,Discount AmountFeb2018,Discount%Feb2018,Tax AmountFeb2018,Gross Sales (Qty)Mar2018,Qty - Net SalesMar2018,Gross SalesMar2018,Value - Net SalesMar2018,COGSMar2018,Gross ProfitMar2018,MarginMar2018,Discount AmountMar2018,Discount%Mar2018,Tax AmountMar2018,Gross Sales (Qty)Apr2018,Qty - Net SalesApr2018,Gross SalesApr2018,Value - Net SalesApr2018,COGSApr2018,Gross ProfitApr2018,MarginApr2018,Discount AmountApr2018,Discount%Apr2018,Tax AmountApr2018,Gross Sales (Qty)May2018,Qty - Net SalesMay2018,Gross SalesMay2018,Value - Net SalesMay2018,COGSMay2018,Gross ProfitMay2018,MarginMay2018,Discount AmountMay2018,Discount%May2018,Tax AmountMay2018,Gross Sales (Qty)Jun2018,Qty - Net SalesJun2018,Gross SalesJun2018,Value - Net SalesJun2018,COGSJun2018,Gross ProfitJun2018,MarginJun2018,Discount AmountJun2018,Discount%Jun2018,Tax AmountJun2018,Gross Sales (Qty)Jul2018,Qty - Net SalesJul2018,Gross SalesJul2018,Value - Net SalesJul2018,COGSJul2018,Gross ProfitJul2018,MarginJul2018,Discount AmountJul2018,Discount%Jul2018,Tax AmountJul2018,Gross Sales (Qty)Aug2018,Qty - Net SalesAug2018,Gross SalesAug2018,Value - Net SalesAug2018,COGSAug2018,Gross ProfitAug2018,MarginAug2018,Discount AmountAug2018,Discount%Aug2018,Tax AmountAug2018,Gross Sales (Qty)Sep2018,Qty - Net SalesSep2018,Gross SalesSep2018,Value - Net SalesSep2018,COGSSep2018,Gross ProfitSep2018,MarginSep2018,Discount AmountSep2018,Discount%Sep2018,Tax AmountSep2018,Gross Sales (Qty)Oct2018,Qty - Net SalesOct2018,Gross SalesOct2018,Value - Net SalesOct2018,COGSOct2018,Gross ProfitOct2018,MarginOct2018,Discount AmountOct2018,Discount%Oct2018,Tax AmountOct2018,Gross Sales (Qty)Nov2018,Qty - Net SalesNov2018,Gross SalesNov2018,Value - Net SalesNov2018,COGSNov2018,Gross ProfitNov2018,MarginNov2018,Discount AmountNov2018,Discount%Nov2018,Tax AmountNov2018,Gross Sales (Qty)Dec2018,Qty - Net SalesDec2018,Gross SalesDec2018,Value - Net SalesDec2018,COGSDec2018,Gross ProfitDec2018,MarginDec2018,Discount AmountDec2018,Discount%Dec2018,Tax AmountDec2018,Gross Sales (Qty)Jan2019,Qty - Net SalesJan2019,Gross SalesJan2019,Value - Net SalesJan2019,COGSJan2019,Gross ProfitJan2019,MarginJan2019,Discount AmountJan2019,Discount%Jan2019,Tax AmountJan2019,Gross Sales (Qty)Feb2019,Qty - Net SalesFeb2019,Gross SalesFeb2019,Value - Net SalesFeb2019,COGSFeb2019,Gross ProfitFeb2019,MarginFeb2019,Discount AmountFeb2019,Discount%Feb2019,Tax AmountFeb2019,Gross Sales (Qty)Mar2019,Qty - Net SalesMar2019,Gross SalesMar2019,Value - Net SalesMar2019,COGSMar2019,Gross ProfitMar2019,MarginMar2019,Discount AmountMar2019,Discount%Mar2019,Tax AmountMar2019,Gross Sales (Qty)Apr2019,Qty - Net SalesApr2019,Gross SalesApr2019,Value - Net SalesApr2019,COGSApr2019,Gross ProfitApr2019,MarginApr2019,Discount AmountApr2019,Discount%Apr2019,Tax AmountApr2019,Gross Sales (Qty)May2019,Qty - Net SalesMay2019,Gross SalesMay2019,Value - Net SalesMay2019,COGSMay2019,Gross ProfitMay2019,MarginMay2019,Discount AmountMay2019,Discount%May2019,Tax AmountMay2019,Gross Sales (Qty)Jun2019,Qty - Net SalesJun2019,Gross SalesJun2019,Value - Net SalesJun2019,COGSJun2019,Gross ProfitJun2019,MarginJun2019,Discount AmountJun2019,Discount%Jun2019,Tax AmountJun2019,Gross Sales (Qty)Jul2019,Qty - Net SalesJul2019,Gross SalesJul2019,Value - Net SalesJul2019,COGSJul2019,Gross ProfitJul2019,MarginJul2019,Discount AmountJul2019,Discount%Jul2019,Tax AmountJul2019,Gross Sales (Qty)Aug2019,Qty - Net SalesAug2019,Gross SalesAug2019,Value - Net SalesAug2019,COGSAug2019,Gross ProfitAug2019,MarginAug2019,Discount AmountAug2019,Discount%Aug2019,Tax AmountAug2019,Gross Sales (Qty)Sep2019,Qty - Net SalesSep2019,Gross SalesSep2019,Value - Net SalesSep2019,COGSSep2019,Gross ProfitSep2019,MarginSep2019,Discount AmountSep2019,Discount%Sep2019,Tax AmountSep2019,Gross Sales (Qty)Oct2019,Qty - Net SalesOct2019,Gross SalesOct2019,Value - Net SalesOct2019,COGSOct2019,Gross ProfitOct2019,MarginOct2019,Discount AmountOct2019,Discount%Oct2019,Tax AmountOct2019,Gross Sales (Qty)Nov2019,Qty - Net SalesNov2019,Gross SalesNov2019,Value - Net SalesNov2019,COGSNov2019,Gross ProfitNov2019,MarginNov2019,Discount AmountNov2019,Discount%Nov2019,Tax AmountNov2019,Gross Sales (Qty)Dec2019,Qty - Net SalesDec2019,Gross SalesDec2019,Value - Net SalesDec2019,COGSDec2019,Gross ProfitDec2019,MarginDec2019,Discount AmountDec2019,Discount%Dec2019,Tax AmountDec2019,Gross Sales (Qty)Jan2020,Qty - Net SalesJan2020,Gross SalesJan2020,Value - Net SalesJan2020,COGSJan2020,Gross ProfitJan2020,MarginJan2020,Discount AmountJan2020,Discount%Jan2020,Tax AmountJan2020,Gross Sales (Qty)Feb2020,Qty - Net SalesFeb2020,Gross SalesFeb2020,Value - Net SalesFeb2020,COGSFeb2020,Gross ProfitFeb2020,MarginFeb2020,Discount AmountFeb2020,Discount%Feb2020,Tax AmountFeb2020,Gross Sales (Qty)Mar2020,Qty - Net SalesMar2020,Gross SalesMar2020,Value - Net SalesMar2020,COGSMar2020,Gross ProfitMar2020,MarginMar2020,Discount AmountMar2020,Discount%Mar2020,Tax AmountMar2020,Gross Sales (Qty)May2020,Qty - Net SalesMay2020,Gross SalesMay2020,Value - Net SalesMay2020,COGSMay2020,Gross ProfitMay2020,MarginMay2020,Discount AmountMay2020,Discount%May2020,Tax AmountMay2020,Gross Sales (Qty)Jun2020,Qty - Net SalesJun2020,Gross SalesJun2020,Value - Net SalesJun2020,COGSJun2020,Gross ProfitJun2020,MarginJun2020,Discount AmountJun2020,Discount%Jun2020,Tax AmountJun2020,Gross Sales (Qty)Jul2020,Qty - Net SalesJul2020,Gross SalesJul2020,Value - Net SalesJul2020,COGSJul2020,Gross ProfitJul2020,MarginJul2020,Discount AmountJul2020,Discount%Jul2020,Tax AmountJul2020,Gross Sales (Qty)Aug2020,Qty - Net SalesAug2020,Gross SalesAug2020,Value - Net SalesAug2020,COGSAug2020,Gross ProfitAug2020,MarginAug2020,Discount AmountAug2020,Discount%Aug2020,Tax AmountAug2020,Gross Sales (Qty)Sep2020,Qty - Net SalesSep2020,Gross SalesSep2020,Value - Net SalesSep2020,COGSSep2020,Gross ProfitSep2020,MarginSep2020,Discount AmountSep2020,Discount%Sep2020,Tax AmountSep2020,Gross Sales (Qty)Oct2020,Qty - Net SalesOct2020,Gross SalesOct2020,Value - Net SalesOct2020,COGSOct2020,Gross ProfitOct2020,MarginOct2020,Discount AmountOct2020,Discount%Oct2020,Tax AmountOct2020,Gross Sales (Qty)Nov2020,Qty - Net SalesNov2020,Gross SalesNov2020,Value - Net SalesNov2020,COGSNov2020,Gross ProfitNov2020,MarginNov2020,Discount AmountNov2020,Discount%Nov2020,Tax AmountNov2020,Gross Sales (Qty)Dec2020,Qty - Net SalesDec2020,Gross SalesDec2020,Value - Net SalesDec2020,COGSDec2020,Gross ProfitDec2020,MarginDec2020,Discount AmountDec2020,Discount%Dec2020,Tax AmountDec2020,Gross Sales (Qty)Jan2021,Qty - Net SalesJan2021,Gross SalesJan2021,Value - Net SalesJan2021,COGSJan2021,Gross ProfitJan2021,MarginJan2021,Discount AmountJan2021,Discount%Jan2021,Tax AmountJan2021,Gross Sales (Qty)Feb2021,Qty - Net SalesFeb2021,Gross SalesFeb2021,Value - Net SalesFeb2021,COGSFeb2021,Gross ProfitFeb2021,MarginFeb2021,Discount AmountFeb2021,Discount%Feb2021,Tax AmountFeb2021,Gross Sales (Qty)Mar2021,Qty - Net SalesMar2021,Gross SalesMar2021,Value - Net SalesMar2021,COGSMar2021,Gross ProfitMar2021,MarginMar2021,Discount AmountMar2021,Discount%Mar2021,Tax AmountMar2021,Gross Sales (Qty)Apr2021,Qty - Net SalesApr2021,Gross SalesApr2021,Value - Net SalesApr2021,COGSApr2021,Gross ProfitApr2021,MarginApr2021,Discount AmountApr2021,Discount%Apr2021,Tax AmountApr2021,Gross Sales (Qty)May2021,Qty - Net SalesMay2021,Gross SalesMay2021,Value - Net SalesMay2021,COGSMay2021,Gross ProfitMay2021,MarginMay2021,Discount AmountMay2021,Discount%May2021,Tax AmountMay2021,Gross Sales (Qty)Jun2021,Qty - Net SalesJun2021,Gross SalesJun2021,Value - Net SalesJun2021,COGSJun2021,Gross ProfitJun2021,MarginJun2021,Discount AmountJun2021,Discount%Jun2021,Tax AmountJun2021,Gross Sales (Qty)Jul2021,Qty - Net SalesJul2021,Gross SalesJul2021,Value - Net SalesJul2021,COGSJul2021,Gross ProfitJul2021,MarginJul2021,Discount AmountJul2021,Discount%Jul2021,Tax AmountJul2021
2017,Jan,Allam Iqbal Town WH-Main,3154.0,3029.0,4201203.67,3543975.2699999996,2491117.0,1052858.269999999,0.297083977676853,18960.15,0.005321496958258089,474586.0,1630.0,1562.0,2247318.75,1910819.25,1155124.0,755695.25,0.3954823304192691,13969.25,0.00725755063478403,234821.0,2036.0,1963.0,2588356.3999999925,2219646.9999999925,1243795.0,975851.9999999925,0.43964288015166186,172901.99999999962,0.07226685848440312,263905.0,1676.0,1577.0,2201812.0,1838989.75,989653.0,849336.75,0.4618496378242456,114577.25,0.058650279207214294,215289.0,2977.0,2806.0,2994287.400000001,2494879.0500000007,1795118.0,699761.0500000007,0.28047894746641144,8067.25,0.0032231015104079532,287100.0,3507.0,3309.0,4696943.000000017,3941522.0000000168,2039088.0,1902434.0000000168,0.48266481831130426,111935.00000000009,0.027614700242286922,462342.0,1684.0,1550.0,1764669.2499999995,1393381.3799999997,964923.0,428458.37999999966,0.307495410911835,15512.25,0.011010235031015083,161816.36999999988,3078.0,2918.0,2987212.919999969,2759117.3699999694,1900347.0,858770.3699999694,0.3112482199334561,1166621.6300000087,0.2971724890523836,46762.999999999985,1124.0,1055.0,1472846.5,1349567.5,677710.0,671857.5,0.49783171275241883,13335.5,0.009784628840056849,0.0,1543.0,1434.0,1796052.5499999903,1612557.7499999902,798699.0,813858.7499999902,0.5047005293298769,75746.25000000012,0.044865290848094035,0.0,3721.0,3496.0,4566703.0499999635,4222039.849999962,2382083.0,1839956.8499999624,0.4357980775572213,1412733.1499999892,0.2507169587843204,0.0,2236.0,2036.0,3165816.4500000207,2780351.050000021,1336009.0,1444342.0500000208,0.5194819013951529,306306.9499999992,0.09923579159077463,0.0,2752.0,2580.0,3056283.1999999913,2845785.0999999917,1841309.0,1004476.0999999917,0.3529697657071838,1475100.899999999,0.3413885254089097,0.0,1853.0,1704.0,2492291.8,2255790.8,1272236.0,983554.7999999998,0.4360133040705725,227220.20000000007,0.09150994498212052,0.0,2311.0,2136.0,2974580.4599999906,2635269.109999991,1292871.0,1342398.109999991,0.5093969738824873,202092.88999999943,0.07122562788956788,0.0,2062.0,1904.0,2563945.050000005,2265268.500000005,1164919.0,1100349.5000000051,0.48574793672361694,271780.4999999995,0.1071246554560038,0.0,3307.0,3087.0,3196744.850000017,2949092.650000017,1798570.0,1150522.6500000171,0.3901276719807397,1048674.3500000031,0.262315024862629,0.0,4014.0,3769.0,5342716.25,4989267.0,2406331.0,2582936.0,0.51769849158203,13340.0,0.002666609629739054,0.0,1768.0,1631.0,1791523.4499999983,1629770.4499999983,1043152.0,586618.4499999983,0.35993930924443923,592115.5499999999,0.26649231778768145,0.0,3449.0,3221.0,3563130.3899999596,3220368.3899999596,2093668.0,1126700.3899999596,0.3498669262493828,1472662.320000011,0.3137977164440972,71584.29000000002,812.0,731.0,911569.5500000009,735984.5100000009,399079.0,336905.5100000008,0.45776168577243614,17476.649999999998,0.02319515713324888,55572.83999999992,1506.0,1358.0,1861442.4999999986,1487062.2199999988,808190.0,678872.2199999988,0.4565190419537384,22161.549999999996,0.014684071666854289,142555.22999999986,2930.0,2710.0,4056777.750000002,3325106.200000003,1945941.0,1379165.200000003,0.414773278519646,855729.8999999962,0.20467913104749463,285238.899999999,2199.0,1997.0,3394139.509999997,2700737.2899999972,1473363.0,1227374.2899999972,0.4544589710908159,476323.9200000012,0.14992594996304823,227883.41000000015,2923.0,2664.0,3764090.949999993,3087198.1199999927,2153733.0,933465.1199999927,0.30236644482019664,1819028.3500000006,0.3707591488331771,260908.53000000032,1482.0,1335.0,2044290.7499999977,1655639.189999998,1025278.0,630361.1899999981,0.3807358474040463,608811.1500000003,0.2688560394749044,135787.6599999998,1866.0,1776.0,2425697.5100000002,2109165.6599999997,1161680.0,947485.6599999997,0.44922296904833914,494552.18999999994,0.18994077641707607,168916.15000000026,2383.0,2223.0,2867188.5499999993,2425230.3099999996,1454956.0,970274.3099999996,0.4000751211129304,880827.6500000003,0.26642837501856753,190876.0400000001,3288.0,3082.0,3863870.399999997,3349290.5799999963,2034752.0,1314538.5799999963,0.39248269106587874,1344784.7000000007,0.2864855418339182,260760.7200000005,2137.0,1979.0,3137842.6999999946,2680620.4299999946,1320981.0,1359639.4299999946,0.5072107243471233,472932.3,0.1499680964586252,205491.27000000016,1384.0,1310.0,1803148.8499999978,1454707.549999998,877370.0,577337.549999998,0.39687533758933113,778367.1500000006,0.34856297015052884,221734.2999999997,2176.0,2019.0,2648218.7499999884,2115361.199999988,1261767.0,853594.1999999881,0.40352172480047044,1100036.810000002,0.34211528606376335,322652.99,1148.0,1082.0,1463071.799999999,1171958.9399999992,700088.0,471870.9399999995,0.40263436191715024,608551.7,0.34178492749697925,178605.35999999987,1198.0,1145.0,1835707.9999999988,1501022.659999999,809184.0,691838.659999999,0.46091153613896774,219285.25,0.1274686053149637,231685.0899999998,1939.0,1840.0,3373110.7500000033,2729035.0900000036,1519898.0,1209137.0900000036,0.4430639585510064,911277.6500000011,0.25032949504223084,425799.25999999983,2060.0,1938.0,3390146.550000005,2695797.0200000047,1600386.0,1095411.0200000047,0.40634031860455233,1196278.0999999924,0.3073625413478641,421235.8800000001,1503.0,1381.0,2141335.9000000013,1625550.080000001,1049597.0,575953.0800000008,0.354312725941978,1009850.2999999998,0.38318667162065123,255971.62,1471.0,1390.0,2033385.0,1620445.0,1032521.0,587924.0,0.36281638685669676,945613.0,0.3685080383997556,249113.0,588.0,553.0,866106.0,697211.0,400278.0,296933.0,0.4258868549119277,279190.0,0.28593784725742805,105641.0,2045.0,1914.0,2375456.0,1912010.0,860508.0,1051502.0,0.5499458684839514,110753.0,0.05475332503115787,281946.0,1364.0,1271.0,1126338.0,892211.0,585436.0,306775.0,0.34383682783556807,619553.0,0.4098212419398795,132001.0,2554.0,2394.0,2053991.0,1665543.0,1147907.0,517636.0,0.3107911353834755,1326129.0,0.44327352731181763,228687.0,1428.0,1305.0,1377379.6499999987,1067833.1099999994,668159.5499999999,399673.5599999995,0.37428466701130825,560057.2899999998,0.34403869572546164,149176.13999999937,1506.0,1409.0,1316903.8499999964,1005308.3799999966,625171.13,380137.2499999966,0.37812999231141187,504128.25000000006,0.3339843753493654,138741.67,1843.0,1718.0,2017868.4500000023,1580686.3600000022,787978.78,792707.5800000022,0.501495805910542,310080.00999999995,0.16399699874078022,214331.6899999999,1639.0,1507.0,2408487.8300000024,1847824.2100000023,905426.5900000003,942397.620000002,0.5100039359263514,304429.02,0.14144665495518838,254382.67000000054,1349.0,1242.0,2100579.2500000065,1602354.0100000068,741730.7000000002,860623.3100000066,0.5370993579627282,140383.32,0.08055334420362675,217978.83999999976,2248.0,2044.0,3105349.7500000023,2359941.660000005,1338241.3600000006,1021700.3000000042,0.432934558221241,772936.1599999992,0.24671762015921778,320684.289999998,2245.0,2085.0,2890990.600000005,2242679.5900000073,1163255.3600000006,1079424.2300000067,0.4813100519633316,452179.23999999865,0.1677932940182984,298657.3599999974,2297.0,2142.0,2435604.1800000058,1918877.070000005,962496.3499999999,956380.7200000051,0.49840645602169953,326356.5800000001,0.14535528629726324,252673.16000000085,1522.0,1451.0,1720136.4000000001,1432378.5100000002,653376.6600000001,779001.8500000001,0.5438519529310727,90014.84999999998,0.05912719561519893,184027.49000000002,2408.0,2295.0,2743006.4999999944,2281980.459999995,1053937.4500000007,1228043.0099999942,0.5381479077169649,184338.71000000005,0.07474243895205195,291791.03999999934,1825.0,1712.0,1844106.6000000052,1477306.8900000053,764900.5799999998,712406.3100000054,0.4822331194840653,321599.92000000086,0.1787751973655599,192248.70999999996,3939.0,3737.0,3819946.0999999894,3160583.2999999896,1568661.64,1591921.6599999897,0.5036797036800121,564688.5100000002,0.15158316998082397,354919.34999999945
2017,Jan,EMPORIUM-MALL-WH,2800.0,2695.0,4273013.989999999,3574226.4899999993,2490747.0,1083479.4899999998,0.303136774636797,9850.3,0.002748350712653118,516463.0,1366.0,1313.0,2481592.7,2070591.7,1224831.0,845760.7,0.4084632909520501,5003.3,0.0024105377012374764,288035.0,1888.0,1785.0,3212956.0599999926,2621806.9899999923,1460176.0,1161630.9899999918,0.44306502897835176,220119.00999999949,0.07745416664614074,369100.0,1459.0,1403.0,2695098.25,2264146.25,1152472.0,1111674.25,0.4909904781990121,8071.75,0.003552366014176457,301328.0,2606.0,2491.0,3375851.0999999996,2802617.5999999996,2029871.0,772746.6000000001,0.27572316679949493,1224.5,0.00043672216777114513,368532.0,3259.0,3125.0,5239838.950000014,4403957.950000014,2393565.0,2010392.9500000142,0.4564968541536614,126772.05000000003,0.027980491002553592,597073.0,2385.0,2313.0,3401856.25,2880404.13,2032834.0,847570.1299999994,0.2942538934632063,5622.75,0.0019482666772667068,394734.1199999999,65.0,61.0,106927.0,83394.7,95800.0,-12405.300000000003,-0.14875405751204818,0.0,0.0,13536.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
